Title,Authors,Abstract,Date,DOI,Source
Metataxonomic analysis demonstrates a shift in duodenal microbiota in South African patients with obstructive jaundice: A pilot study,"Hart, B.; Patel, J.; DeMaayer, P.; Nweke, E. E.; Bizos, D.","The human gastrointestinal tract (GIT) is home to an abundance of diverse microorganisms, and the balance of this microbiome plays a vital role in maintaining a healthy GIT. The obstruction of the flow of bile into the duodenum, resulting in obstructive jaundice (OJ), has a major impact on the health of the affected individual. This study sought to identify changes in the duodenal microbiota in South African patients with OJ compared to those without this disorder. Mucosal biopsies were taken from the duodenum of nineteen jaundiced patients undergoing endoscopic retrograde cholangiopancreatography (ERCP) and nineteen control participants (non-jaundiced patients) undergoing gastroscopy. DNA extracted from the samples was subjected to 16S rRNA amplicon sequencing using the Ion S5 TM sequencing platform. Diversity metrics and statistical correlation analyses with the clinical data were performed to compare duodenal microbial communities in both groups. Differences in the mean distribution of the microbial communities in the jaundiced and non-jaundiced samples were observed; however, this difference did not reach statistical significance. Of note, there was a statistically significant difference between the mean distributions of bacteria comparing jaundiced patients with cholangitis to those without. On further subset analysis, a significant difference was observed between patients with benign (Cholelithiasis) and malignant disease, namely head of pancreas (HOP) mass (p-values of 0.01). Beta diversity analyses further revealed a significant difference between patients with stone and non-stone related disease when factoring in the Campylobacter-Like Organisms (CLO) test status (p=0.048). This study demonstrated a shift in the microbiota in jaundiced patients, especially considering some underlying conditions of the upper GI tract. Future studies should aim to verify these findings in a larger cohort.",2023-05-22,10.1101/2023.05.15.23289977,medRxiv (Preprint)
Combined near infrared photoacoustic imaging and ultrasound detects vulnerable atherosclerotic plaque,"Schneider, M.; Wang, J.; Kare, A.; Adkar, S.; Salmi, D.; Bell, C.; Alsaigh, T.; Wagh, D.; Coller, J.; Mayer, A.; Snyder, S.; Borowsky, A. D.; Long, S. R.; Lansberg, M. G.; Steinberg, G. K.; Heit, J. J.; Leeper, N.; Ferrara, K. W.","Atherosclerosis is an inflammatory process resulting in the deposition of cholesterol and cellular debris, narrowing of the vessel lumen and clot formation. Characterization of the morphology and vulnerability of the lesion is essential for effective clinical management. Photoacoustic imaging has sufficient penetration and sensitivity to map and characterize human atherosclerotic plaque. Here, near infrared photoacoustic imaging is shown to detect plaque components and, when combined with ultrasound imaging, to differentiate stable and vulnerable plaque. In an ex vivo study of photoacoustic imaging of excised plaque from 25 patients, 88.2% sensitivity and 71.4% specificity were achieved using a clinically-relevant protocol. In order to determine the origin of the near-infrared auto-photoacoustic (NIRAPA) signal, immunohistochemistry, spatial transcriptomics and proteomics were applied to adjacent sections of the plaque. The highest NIRAPA signal was spatially correlated with bilirubin and associated blood-based residue and inflammatory macrophages bearing CD74, HLA-DR, CD14 and CD163 markers. In summary, we establish the potential to apply the NIRAPA-ultrasound imaging combination to detect vulnerable carotid plaque.

Graphical Abstract

O_FIG O_LINKSMALLFIG WIDTH=200 HEIGHT=149 SRC=""FIGDIR/small/23291099v1_ufig1.gif"" ALT=""Figure 1"">
View larger version (56K):
org.highwire.dtl.DTLVardef@1cab34forg.highwire.dtl.DTLVardef@c23fd9org.highwire.dtl.DTLVardef@edcb3borg.highwire.dtl.DTLVardef@1b9a481_HPS_FORMAT_FIGEXP  M_FIG C_FIG",2023-06-12,10.1101/2023.06.11.23291099,medRxiv (Preprint)
Prediction models for post-discharge mortality among under-five children with suspected sepsis in Uganda: A multicohort analysis,"Wiens, M. O.; Nguyen, V.; Bone, J. N.; Kumbakumba, E.; Businge, S.; Tagoola, A.; Sherine, S. O.; Byaruhanga, E.; Ssemwanga, E.; Barigye, C.; Nsungwa, J.; Olaro, C.; Ansermino, J. M.; Kissoon, N.; Singer, J.; Larson, C. P.; Lavoie, P. M.; Dunsmuir, D.; Moshovis, P. P.; Novakowski, S.; Komugisha, C.; Tayebwa, M.; Mwesigwa, D.; West, N.; Knappett, M.; Mugisha, N. K.; Kabakyenga, J.","BackgroundIn many low-income countries, more than five percent of hospitalized children die following hospital discharge. The identification of those at risk has limited progress to improve outcomes. We aimed to develop algorithms to predict post-discharge mortality among children admitted with suspected sepsis.

MethodsFour prospective cohort studies were conducted at six hospitals in Uganda between 2012 and 2021. Death occurring within six months of discharge was the primary outcome. Separate models were developed for children 0-6 months of age and for those 6-60 months of age, based on candidate predictors collected at admission. Within each age group, three models were derived, each with a maximum of eight variables based on variable importance. Deriving parsimonious models with different sets of predictors was prioritized to improve usability and support implementation in settings where some data elements are unavailable. All models were internally validated using 10-fold cross validation.

Findings8,810 children were prospectively enrolled, of whom 470 died in hospital and 161 (1{middle dot}9%) were lost to follow-up; 257 (7{middle dot}7%) and 233 (4{middle dot}8%) post-discharge deaths occurred in the 0-6-month and 6-60-month age groups, respectively. The primary models had an area under the receiver operating characteristic curve (AUROC) of 0{middle dot}77 (95%CI 0{middle dot}74-0{middle dot}80) for 0-6-month-olds and 0{middle dot}75 (95%CI 0{middle dot}72-0{middle dot}79) for 6-60-month-olds; mean AUROCs among the 10 cross-validation folds were 0{middle dot}75 and 0{middle dot}73, respectively. Calibration across risk strata were good with Brier scores of 0{middle dot}07 and 0{middle dot}04, respectively. The most important variables included anthropometry and oxygen saturation. Additional variables included duration of illness, jaundice-age interaction, and a bulging fontanelle among 0-6-month-olds; and prior admissions, coma score, temperature, age-respiratory rate interaction, and HIV status among 6-60-month-olds.

InterpretationSimple prediction models at admission with suspected sepsis can identify children at risk of post-discharge mortality. Further external validation is recommended for different contexts. Models can be integrated into existing processes to improve peri-discharge care as children transition from the hospital to the community.

FundingGrand Challenges Canada (#TTS-1809-1939), Thrasher Research Fund (#13878), BC Childrens Hospital Foundation, and Mining4Life.",2023-06-16,10.1101/2023.06.14.23291343,medRxiv (Preprint)
Healthcare in England was affected by the COVID-19 pandemic across the pancreatic cancer pathway: a cohort study using OpenSAFELY-TPP,"Lemanska, A.; Andrews, C. D.; Fisher, L.; Bacon, S.; Frampton, A.; Mehrkar, A.; Inglesby, P.; Davy, S.; Roberts, K. J.; Patalay, P.; Goldacre, B.; MacKenna, B.; The OpenSAFELY Collaborative,  ; Walker, A. J.","BackgroundHealthcare across all sectors, in the UK and globally, was negatively affected by the COVID-19 pandemic. We analysed healthcare services delivered to people with pancreatic cancer from January 2015 to March 2023 to investigate the effect of the COVID-19 pandemic.

MethodsWith the approval of NHS England, and drawing from a nationally representative OpenSAFELY-TPP dataset of 24 million patients (over 40% of the English population), we undertook a cohort study of people diagnosed with pancreatic cancer. We queried electronic healthcare records for information on the provision of healthcare services across the pancreatic cancer pathway. To estimate the effect of the COVID-19 pandemic, we predicted the rates of healthcare services if the pandemic had not happened. We used generalised linear models (GLM) and the pre-pandemic data from January 2015 to February 2020 to predict rates in March 2020 to March 2023. The 95% confidence intervals of the predicted values were used to estimate the significance of the difference between the predicted and observed rates.

ResultsThe rate of pancreatic cancer and diabetes diagnoses in the cohort was not affected by the pandemic. There were 26,840 people diagnosed with pancreatic cancer from January 2015 to March 2023. The mean age at diagnosis was 72 ({+/-}11 SD), 48% of people were female, 95% were of White ethnicity and 40% were diagnosed with diabetes. We found a reduction in surgical resections by 25% to 28% during the pandemic. In addition, 20%, 10% and 4% fewer people received BMI, HbA1c and liver function tests respectively before they were diagnosed with pancreatic cancer. There was no impact of the pandemic on the number of people making contact with primary care, but the number of contacts increased on average by 1 to 2 per person amongst those who made contact. Reporting of jaundice decreased by 28%, but recovered within twelve months into the pandemic. Emergency department visits, hospital admissions and deaths were not affected.

ConclusionsThe pandemic affected healthcare in England across the pancreatic cancer pathway. Positive lessons could be learnt from the services that were resilient and those that recovered quickly. The reductions in healthcare experienced by people with cancer have the potential to lead to worse outcomes. Current efforts should focus on addressing the unmet needs of people with cancer.

FundingThis work was jointly funded by the Wellcome Trust (222097/Z/20/Z); MRC (MR/V015757/1, MC_PC-20059, MR/W016729/1); NIHR (NIHR135559, COV-LT2-0073), and Health Data Research UK (HDRUK2021.000, 2021.0157). This work was funded by Medical Research Council (MRC) grant reference MR/W021390/1 as part of the postdoctoral fellowship awarded to AL and undertaken at the Bennett Institute, University of Oxford. The views expressed are those of the authors and not necessarily those of the NIHR, NHS England, UK Health Security Agency (UKHSA) or the Department of Health and Social Care. Funders had no role in the study design, collection, analysis, and interpretation of data; in the writing of the report; and in the decision to submit the article for publication.",2023-07-14,10.1101/2022.12.02.22283026,medRxiv (Preprint)
Predicting Wilsons Disease Progression using Machine Learning with Real-World Electronic Health Records,"Liang, C.; Kelly, S.; Shen, R.; Li, L.; Lobello, K.; Arkin, S.; Huang, K.; Zhou, X.","BACKGROUND & AIMSWilsons disease (WD) is a rare genetic disorder causing excessive copper accumulation. Research on the natural history of WD is limited. Our objective was to identify predictors for WD progression to cirrhosis, liver failure, and death and to predict individual risk of progression to these endpoints at 1, 2, 3, and 5 years after WD diagnosis.

METHODSA retrospective natural history cohort study of adult patients with first-recorded WD diagnosis was conducted using the US Optum EHR data between 1/1/2007 and 6/30/2020. LASSO Cox regression, Random Survival Forest (RSF), and XGBoost (XGB) models were used to identify important predictors for progression to cirrhosis, liver failure, and death. The strong predictors for each outcome identified through weighted average rankings across models and reviewed by clinical experts were used for patient-level prediction using RSF and XGB models. The resulting models were validated with an independent sample cohort. C-index and dynamic AUCs were used to evaluate model performance.

RESULTSOver the study period, 310 out of 2,901 WD patients developed cirrhosis, 255 out of 3,251 developed liver failure, and 604 out of 3,559 died. Age at WD diagnosis, alcoholism, AST and bilirubin levels within 3 months of WD diagnosis, and neurologic and hepatic conditions were the most common predictors for progression to the study endpoints. XGB had a slight superior predictive performance compared with RSF and was then used to predict individual risks for progression to the study endpoints with the top ensemble predictors. The dynamic AUC was 0.78 at Year 1, 0.74 at Year 2, 0.72 at Year 3 and 0.72 at Year 5 for cirrhosis; 0.82 at Year 1, 0.78 at Year 2, and 0.77 at both Year 3 and Year 5 for liver failure; 0.81 at Year 1, 0.83 at Year 2, and 0.82 at both Year 3 and Year 5 for death.

CONCLUSIONSThis study identified the most influential clinical predictors and assessed patient-level risk of WD progression using machine learning. Results from machine learning prognostic models will increase understanding of disease natural history and may help improve clinical trial design and guide individualized clinical care.",2023-08-04,10.1101/2023.07.28.23293309,medRxiv (Preprint)
Chikungunya virus antepartum transmission and abnormal infant outcomes in Nigeria,"Sagay, A. S.; Hsieh, S.-C.; Dai, Y.-C.; Chang, C. A.; Ogwuche, J.; Ige, O. O.; Kahansim, M. L.; Chaplin, B.; Imade, G.; Elujoba, M.; Paul, M.; Hamel, D. J.; Furuya, H.; Khouri, R.; Boaventura, V. S.; de Moraes, L.; Kanki, P. J.; Wang, W.-k.","Chikungunya virus (CHIKV) has become a global public health concern since the reemergence of the Indian Ocean lineage and expansion of the Asian genotype. CHIKV infection causes acute febrile illness, rash, and arthralgia and during pregnancy may affect both mothers and infants.

The mother-to-child transmission (MTCT) of CHIKV in Africa remains understudied. We screened 1006 pregnant women at two clinics in Nigeria between 2019 and 2022 and investigated the prevalence and MTCT of CHIKV. Of the 1006, 119 tested positive for CHIKV IgM, of which 36 underwent detailed laboratory tests. While none of the IgM reactive samples were RT-PCR positive, 14 symptomatic pregnant women were confirmed by CHIKV neutralization test. Twelve babies were followed with 8 normal and 4 abnormal outcomes, including stillbirth, cleft lip/palate with microcephaly, preterm delivery, polydactyly with sepsis and jaundice. CHIKV IgM testing identified 3 antepartum transmissions, further studies will determine its impact in antepartum infection.",2023-08-09,10.1101/2023.08.05.23293675,medRxiv (Preprint)
"Vaccination coverage and adverse events following a reactive vaccination campaign against hepatitis E in Bentiu displaced persons camp, South Sudan","Nesbitt, R. C.; Asilaza, V. K.; Gignoux, E.; Koyuncu, A.; Gitahi, P.; Nkemenang, P.; Duncker, J.; Antier, Z.; Haile, M.; Gakima, P.; Wamala, J. F.; Loro, F. B.; Biem, D.; Rull, M.; Azman, A. S.; Rumunu, J.; Ciglenecki, I.","IntroductionHepatitis E (HEV) genotypes 1 and 2 are a common cause of jaundice and acute viral hepatitis that can cause large-scale outbreaks. HEV infection is associated with adverse fetal outcomes and case fatality risks up to 26% among pregnant women. An efficacious three-dose recombinant vaccine (Hecolin(R)) has been licensed in China since 2011 but until 2022, had not been used for outbreak response despite a 2015 WHO recommendation. The first ever mass vaccination campaign against hepatitis E in response to an outbreak was implemented in 2022 in Bentiu internally displaced persons camp in South Sudan targeting 27,000 residents 16-40 years old, including pregnant women.

MethodsWe conducted a vaccination coverage survey using simple random sampling from a sampling frame of all camp shelters following the third round of vaccination. For survey participants vaccinated in the third round in October, we asked about the onset of symptoms experienced within 72 hours of vaccination. During each of the three vaccination rounds, passive surveillance of adverse events following immunisation (AEFI) was put in place at vaccination sites and health facilities in Bentiu IDP camp.

ResultsWe surveyed 1,599 individuals and found that self-reported coverage with one or more dose was 86% (95% CI 84-88%), 73% (95% CI 70-75%) with two or more doses and 58% (95% CI 55-61%) with three doses. Vaccination coverage did not differ significantly by sex or age group. We found no significant difference in coverage of at least one dose between pregnant and non-pregnant women, although coverage of at least two and three doses was 8 and 14 percentage points lower in pregnant women. The most common reasons for non-vaccination were temporary absence or unavailability, reported by 60% of unvaccinated people. Passive AEFI surveillance captured few mild AEFI, and through the survey we found that 91 (7.6%) of the 1,195 individuals reporting to have been vaccinated in October 2022 reported new symptoms starting within 72 hours after vaccination, most commonly fever, headache or fatigue.

ConclusionsWe found a high coverage of at least one dose of the Hecolin vaccine following three rounds of vaccination, and no severe AEFI. The vaccine was well accepted and well tolerated in the Bentiu IDP camp community and should be considered for use in future outbreak response.",2023-09-15,10.1101/2023.09.15.23295601,medRxiv (Preprint)
Liver abnormalities following SARS-CoV-2 infection in children under 10 years of age,"Terebuh, P.; Olaker, V. R.; Kendall, E. K.; Kaelber, D. C.; Xu, R.; Davis, P. B.","ObjectiveBeginning in October 2021 in the US and elsewhere, cases of severe pediatric hepatitis of unknown etiology were identified in young children. While the adenovirus and adenovirus-associated virus have emerged as leading etiologic suspects, we attempted to investigate a potential role for SARS-CoV-2 in the development of subsequent liver abnormalities.

DesignWe conducted a study utilizing retrospective cohorts of de-identified, aggregated data from the electronic health records of over 100 million patients contributed by US health care organizations.

ResultsCompared to propensity-score-matched children with other respiratory infections, children aged 1-10 years with COVID-19 had a higher risk of elevated transaminases (Hazard ratio (HR) (95% Confidence interval (CI)) 2.16 (1.74-2.69)) or total bilirubin (HR (CI) 3.02 (1.91-4.78)), or new diagnoses of liver diseases (HR (CI) 1.67 (1.21-2.30)) from one to six months after infection. Patients with pre-existing liver abnormalities, liver abnormalities surrounding acute infection, younger age (1-4 years), or illness requiring hospitalization all had similarly elevated risk. Children who developed liver abnormalities following COVID-19 had more pre-existing conditions than those who developed abnormalities following other infections.

ConclusionThese results indicate that SARS-CoV-2 may prime the patient for subsequent development of liver infections or non-infectious liver diseases. While rare ([~]1 in 1,000), SARS-CoV-2 is a risk for subsequent abnormalities in liver function or the diagnosis of diseases of the liver.

What is already known on this topicClusters of severe hepatitis in children in 2022 coincident with the increase in COVID-19 infections in children raised the question of the contribution of SARS-CoV-2 to the hepatitis outbreak, though it was soon determined that SARS-CoV-2 was not the primary etiologic agent.

What this study addsSARS-CoV-2 may prime the patient for subsequent development of liver infections or non-infectious liver diseases.

How this study might affect research, practice or policyDespite the mild initial disease in children, there may be longer term consequences of COVID-19, such as liver abnormalities, that warrants further investigation.",2023-09-23,10.1101/2023.09.21.23295905,medRxiv (Preprint)
"SAFETY ASSESSMENT OF LUTEIN AND ZEAXANTHIN SUPPLEMENTATION AND ITS EFFECTS ON BLOOD GLUCOSE LEVELS, KIDNEY FUNCTIONS, LIVER FUNCTIONS AND BONE HEALTH - A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED  CLINICAL STUDY","GB, V.; Anzar, C. A.; MV, J.; R, S.; CP, P.; Eranimose, B.; Jagadeesh, S.","ObjectiveHbA1c, a major marker for the sugar levels in the blood, is the litmus test for people who are on the verge of entering the diabetic zone and for those who are already affected by this disease. Oral hypoglycemic agents are the fine line of treatment in such cases. Nutraceutical and herbal supplements can be utilized as a prophylactic to keep such diseases at bay. Lutein, a carotenoid from the marigold flower, is a very well-known ingredient in the management of eye health. Lutein and zeaxanthin, put together, are commonly known as macular pigments. These pigments help in filtering the blue light, thus protecting the eyes from the harmful effects of the blue light emitted from the screens of electronic gadgets. However, recent studies have demonstrated that these macular pigments have a significant effect on improving cognition and overall brain health. A randomized, double-blind, placebo-controlled clinical study was conducted on lutein and zeaxanthin to determine their effect on cognitive performance. As a safety parameter, HbA1c was also recorded during the study. At the end of the study, the statistics on the data revealed that lutein and zeaxanthin have a positive impact on HbA1c levels. It was observed that the HbA1c of the subjects in the treatment group was significantly lower than that of those in the placebo group, and the values significantly improved during the treatment duration between weeks 1 and 5. As a result, the current study examines how lutein and zeaxanthin affect type 2 diabetes mellitus (T2DM), diabetic kidney disease (DKD), non-alcoholic fatty liver disease (NAFLD), and bone health in healthy individuals between the ages of 35 and 75.

MethodsThe blood parameters that were measured in thirty individuals who were randomly divided into two groups are the basis for the present study. The trial consisted of two parallel treatment groups and was randomized, double-blind, placebo-controlled clinical research. Through advertising, healthy participants between the ages of 35 and 75 were identified in the community. Following screening, 30 participants were accepted into the trial and randomly assigned using a computer-based randomization methodology into the two model groups, G1 (Group 1-treated) and G2 (Group 2-placebo). The HbA1c level for type 2 diabetes was divided into three groups based on numerical values at various levels: ""improved,"" ""no change,"" or ""unfavourable."" For instance, if the levels of HbA1c decreased, they were categorized as ""improved,"" while if they increased, they were categorized as ""unfavorable."" The safety profile of the supplement and any potential negative effects on the kidneys are evaluated using renal function testing. The tests help determine whether the supplement is altering kidney function markers such as creatinine, blood urea nitrogen, and serum urea. These factors can show whether the supplement damages the kidneys or affects their ability to function properly. After evaluating the levels of albumin, globulin, bilirubin, SGPT, SGOT, ALP, and GGTP, among various liver function markers, the effects of lutein supplementation on liver function were determined. According to a study by Takeda et al., taking lutein for four weeks significantly increased the amount of cortical bone in the femur and the overall amount of femoral bone mass. This improvement was quantified by dual X-ray absorptiometry and microcomputed tomography (CT) assessments of bone mineral density.

ResultsA measure of blood sugar levels called estimated average glucose level (eAG), which is generated from HbA1c, showed similar patterns. At visit 1, the treatment group (group 1, Lutein and Zeaxanthin) reported an average eAG of 135.54, whereas the placebo group (group 2, Placebo) exhibited an eAG of 119.98. Before receiving treatment, group-1s mean eAG was naturally higher than that of group-2. The mean BUN values at visit 1 for the treatment group (group 1, Lutein and Zeaxanthin) were 10.83, while they were 10.13 for the control group (group 2, Placebo). Groups 1 and 2 showed BUN levels of 11.03 and 10.7, respectively, during visit 5. The mean serum urea levels for groups 1 and 2 were 23.2 and 21.69, respectively. The mean values for groups 1 and 2 at visit 5 appeared to be 23.62 and 22.91, respectively, after 5 weeks. When creatinine levels were evaluated at visit 5, they were practically identical to those at visit 1 (1.02 and 0.99 mg/dL for groups 1 and 2, respectively). The mean values for creatinine during visit 1 were 1.03 and 0.985 mg/dL, respectively. At visit 1, the average albumin levels for groups 1 and 2 were 4.32 and 4.61, respectively. The albumin levels in G1 and G2 were 4.62 and 4.77 mg/dL at visit 5, after receiving therapy for 5 weeks. G1 and G2 exhibited total bilirubin levels of 0.609 and 0.547 mg/dL, respectively, during visit 1. For G1 and G2, the respective readings on the visit-5 were 0.633 and 0.662. During visit 1, the total bilirubin levels for G1 and G2 were 0.183 and 0.176 mg/dL, respectively. For G1 and G2, the respective readings during Visit-5 were 0.217 and 0.219 mg/dL. Throughout this clinical trial, there were no severe adverse effects.

ConclusionClinical investigations have shown that the Lutein and Zeaxanthin is safe for bone, kidney, liver, and diabetes health. It was also noted that the Lutein supplementation helped in managing the HbA1c levels. Thus this study helps in establishing the positive effects of Lutein supplementation in people with impaired blood glucose levels.",2023-09-29,10.1101/2023.09.22.23295947,medRxiv (Preprint)
Novel Liver Injury Phenotypes and Outcomes in Pulmonary Arterial Hypertension,"Scott, J.; Moutchia Suh, J.; McClelland, R. L.; Al-Naamani, N.; Weinberg, E.; Palevsky, H.; Minhas, J. K.; Appleby, D. H.; Smith, K. A.; Ventetuolo, C. E.; Kawut, S. M.","BackgroundPulmonary arterial hypertension (PAH) and chronic thromboembolic pulmonary hypertension (CTEPH) are disorders of the pulmonary vasculature that cause right ventricular dysfunction. Systemic consequences of right ventricular dysfunction include damage to other solid organs, such as the liver. However, the profiles and consequences of hepatic injury due to PAH and CTEPH have not been well-studied.

MethodsWe aimed to identify underlying patterns of liver injury in a cohort of PAH and CTEPH patients enrolled in 15 randomized clinical trials conducted between 1998 and 2012. We used unsupervised machine learning to identify liver injury clusters in 13 trials and validated the findings in two additional trials. We then determined whether these liver injury clusters were associated with clinical outcomes or treatment effect heterogeneity.

ResultsOur training dataset included 4,219 patients and our validation dataset included 1,756 patients with complete liver laboratory panels (serum total bilirubin, alkaline phosphatase, aspartate aminotransferase, alanine aminotransferase, and albumin). Using k-means clustering paired with factor analysis, we identified four unique liver phenotypes (no liver injury, hepatocellular injury, cholestatic injury, and combined injury patterns). Patients in the cholestatic injury liver cluster had the shortest time to clinical worsening and highest chance of worsening World Health Organization functional class. Randomization to the experimental arm was associated with a transition to healthier liver clusters compared to randomization to the control arm. The cholestatic injury group experienced the greatest placebo-corrected treatment benefit in terms of six-minute walk distance.

ConclusionsLiver injury patterns were associated with adverse outcomes in patients with PAH and CTEPH. Randomization to active treatment of pulmonary hypertension in these clinical trials had beneficial effects on liver health compared to placebo. The independent role of liver disease (often subclinical) in determining outcomes warrants prospective studies of the clinical utility of liver phenotyping for PAH prognosis and contribution to clinical disease.",2023-09-30,10.1101/2023.09.28.23296316,medRxiv (Preprint)
"Urinary bisphenol A exposure in relation to liver function abnormalities among U.S.adults: results from the National Health and Nutrition Examination Survey, 2003-2016","Zhang, T.; Huang, G.; Wang, T.; Chen, J.; Zhou, X.; Shi, W.","BackgroundBisphenol A (BPA) is an endocrine-disrupting chemical that has been linked with various health outcomes. However, few studies using nationally representative data have assessed the association between BPA exposure with liver function. In addition, whether behavior characteristics of smoking and alcohol use modify such association has been underexplored.

MethodsUsing data from seven cycles of the National Health and Nutrition Examination Surveys (NHANES) among 11,750 adults from 2003 to 2016, we investigated the relationship between urinary BPA with liver function indicators. BPA concentration in urine was measured by using high performance liquid chromatography with atmospheric pressure chemical ionization-mass spectrometry.

We estimated BPA concentration after controlling for creatinine and normalized the asymmetrical distribution using natural logarithmic transformation (ln-BPA/Cr). Eight liver function indicators in serum were examined. Multivariate linear regression models were performed to explore the association between urinary BPA with changes in liver indicators. Stratified analyses examined whether these associations varied by sex, age, smoking, or drinking.

FindingsOf the 11,750 participants (49.5% men), the mean age was 43.9 years. Per unit increment in ln-BPA/Cr was positively related to alkaline phosphotase (ALP) and total bilirubin (TBIL), while inversely with albumin (ALB). In quartile analysis, the highest BPA exposure was associated with higher aspartate aminotransferase (AST), ALP, and TBIL, while with decreased ALB (all Ptrend < 0.01). These associations for specific liver indicators (i.e., ALT, AST, Gamma-glutamyl transferase [GGT], and TBIL) were stronger in smokers and alcohol drinkers. Moreover, we found that BPA exposure with higher ALP in older adults ([&ge;] 60 years) but no sex difference.

InterpretationThis nationally representative study suggested that urinary BPA was associated with elevated AST, ALP, TBIL, and inversely with ALB among U.S. adults. The associations were more evident in smokers and drinkers but no sex difference. Better understanding of the mechanisms is needed for improving liver and planetary health.

FundingNational Natural Science Foundation of China.",2023-10-02,10.1101/2023.10.01.23296398,medRxiv (Preprint)
"Interplay Of Serum Bilirubin and Tobacco Smoking with Lung and Head and Neck Cancers in a Diverse, EHR-linked Los Angeles Biobank","Venkateswaran, V.; Petter, E.; Boulier, K.; Ding, Y.; Bhattacharya, A.; Pasaniuc, B.","Structured AbstractO_ST_ABSBackgroundC_ST_ABSBilirubin is a potent antioxidant with a protective role in many diseases. We examined the relationships between serum bilirubin (SB) levels, tobacco smoking (a known cause of low SB), and aerodigestive cancers, grouped as lung (LC) and head and neck (HNC).

MethodsWe examined the associations between SB, LC and HNC using data from 393,210 participants from UCLA Health, employing regression models, propensity score matching, and polygenic scores.

ResultsCurrent tobacco smokers showed lower SB (-0.04mg/dL, 95% CI: [-0.04, -0.03]), compared to never-smokers. Lower SB levels were observed in HNC and LC cases (-0.10 mg/dL, [-0.13, -0.09] and -0.09 mg/dL, CI [-0.1, -0.07] respectively) compared to cancer-free controls with the effect persisting after adjusting for smoking. SB levels were inversely associated with HNC and LC risk (ORs per SD change in SB: 0.64, CI [0.59,0.69] and 0.57, CI [0.43,0.75], respectively). Lastly, a polygenic score (PGS) for SB was associated with LC (OR per SD change of SB-PGS: 0.71, CI [0.67, 0.76]).

ConclusionsLow SB levels are associated with an increased risk of both HNC and LC, independent of the effect of tobacco smoking with tobacco smoking demonstrating a strong interaction with SB on LC risk. Additionally, genetically predicted low SB (from polygenic scores) is negatively associated with LC.

ImpactThese findings suggest that SB could serve as a potential early biomarker for LC and HNC.",2023-10-03,10.1101/2023.09.29.23296364,medRxiv (Preprint)
Genome-wide analyses of neonatal jaundice reveal a marked departure from adult bilirubin metabolism,"Sole-Navais, P.; Juodakis, J.; Ytterberg, K.; Wu, X.; Vaudel, M.; Helgeland, O.; Flatley, C.; Geller, F.; Finel, M.; Zhao, M.; Lazarus, P.; Magnus, P.; Andreassen, O.; Njolstad, P.; Feenstra, B.; Muglia, L. J.; Johansson, S.; Zhang, G.; Jacobsson, B.","Jaundice affects almost all neonates in their first days of life and is caused by the accumulation of bilirubin. Although the core biochemistry of bilirubin metabolism is well understood, it is not clear why some neonates experience more severe jaundice and require treatment with phototherapy. Here, we present the first genome-wide association study of neonatal jaundice to date in nearly 30,000 parent-offspring trios from Norway (cases {approx} 2,000), with the most compelling locus located in the UGT1A* genes region. The alternate allele of a common missense variant affecting the sequence of UGT1A4 (with low affinity for bilirubin) reduces the susceptibility to jaundice five-fold (rs6755571, A allele OR = 0.2, p-value = 2.7 x 10-55, frequency = 6.4%). eQTL colocalization analyses indicate that the association may be driven by regulation of UGT1A1 (the primary bilirubin conjugation enzyme) in the intestines, but not in the liver. Analysis of the parental transmitted and non-transmitted alleles in 23,000 parent-offspring trios captures known effects of maternal-fetal ABO blood group incompatibility on neonatal jaundice. Our results reveal marked differences in the pathways involved in neonatal jaundice compared to those regulating bilirubin levels in adults, suggesting a distinct biological basis.",2023-10-10,10.1101/2022.12.14.22283348,medRxiv (Preprint)
"Annual risk of hepatitis E virus infection and seroreversion: insights from a serological cohort in Sitakunda, Bangladesh","Dighe, A.; Khan, A. I.; Bhuiyan, T. R.; Islam, M. T.; Khan, Z. H.; Khan, I. I.; Dent Hulse, J.; Ahmed, S.; Rashid, M.; Hossain, M. Z.; Rashid, R.; Hegde, S.; Gurley, E. S.; Qadri, F.; Azman, A. S.","Hepatitis E virus (HEV) is a major cause of acute jaundice in South Asia. Gaps in our understanding of transmission are driven by non-specific symptoms and scarcity of diagnostics, impeding rational control strategies. In this context, serological data can provide important proxy measures of infection. We enrolled a population-representative serological cohort of 2337 individuals in Sitakunda, Bangladesh. We estimated the annual risks of HEV infection and seroreversion both using serostatus changes between paired serum samples collected 9 months apart, and by fitting catalytic models to the age-stratified cross-sectional seroprevalence. At baseline, 15% (95CI: 14-17%) of people were seropositive, with seroprevalence highest in the relatively urban south. During the study, 27 individuals seroreverted (annual seroreversion risk: 15%, 95CI: 10-21%), and 38 seroconverted (annual infection risk: 3%, 95CI: 2-5%). Relying on cross-sectional seroprevalence data alone, and ignoring seroreversion, underestimated the annual infection risk fivefold (0.6%, 95CrI: 0.5-0.6%). When we accounted for the observed seroreversion in a reversible catalytic model, infection risk was more consistent with measured seroincidence. Our results quantify HEV infection risk in Sitakunda and highlight the importance of accounting for seroreversion when estimating infection incidence from cross-sectional seroprevalence data.",2023-10-29,10.1101/2023.10.28.23297541,medRxiv (Preprint)
